,ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Latitude,Longitude,X Coordinate,Y Coordinate,Year,Month,Day,Weekday,HourOfDay
3335754,6427387,2008-08-12 22:30:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SMALL RETAIL STORE,True,False,25.0,41.938566221,-87.76719430600001,1138282.0,1920712.0,2008,8,12,1,22
6684831,1530869,2001-05-14 18:45:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,16.0,41.950644318,-87.78660777299999,1132972.0,1925079.0,2001,5,14,0,18
1699092,8987942,2013-01-28 17:20:00,THEFT,FROM BUILDING,RESTAURANT,False,False,2.0,41.809368583,-87.617521453,1179397.0,1873937.0,2013,1,28,0,17
3374298,6364989,2008-07-14 17:35:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,25.0,41.938434447,-87.777291915,1135535.0,1920646.0,2008,7,14,0,17
6440854,1831521,2001-11-05 09:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,24.0,42.019418298000005,-87.690027284,1159056.0,1950323.0,2001,11,5,0,9
6289940,2020367,2002-03-08 04:20:53,BATTERY,SIMPLE,RESIDENCE,False,False,8.0,41.78880653,-87.714005718,1153147.0,1866240.0,2002,3,8,4,4
2537160,7672460,2010-08-23 17:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,22.0,41.680410906999995,-87.67633775899999,1163721.0,1826818.0,2010,8,23,0,17
4467847,4538456,2006-01-14 21:10:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,True,False,17.0,41.953834638000004,-87.714469361,1152587.0,1926375.0,2006,1,14,5,21
99722,11514447,2018-11-21 07:00:00,THEFT,$500 AND UNDER,APARTMENT,False,False,11.0,41.883582151,-87.70936023799999,1154163.0,1900785.0,2018,11,21,2,7
6566446,1681095,2001-08-07 05:10:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,True,7.0,41.775729726,-87.63050343799999,1175958.0,1861650.0,2001,8,7,1,5
3883513,5534071,2007-05-16 13:00:00,ASSAULT,SIMPLE,STREET,False,False,4.0,41.747853891,-87.550400309,1197900.0,1851681.0,2007,5,16,2,13
6532557,1721819,2001-08-31 10:00:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,6.0,41.756177066999996,-87.61680441799999,1179754.0,1854556.0,2001,8,31,4,10
1112893,9958786,2015-02-10 13:45:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,22.0,41.692041778000004,-87.665923635,1166533.0,1831078.0,2015,2,10,1,13
3432797,6276456,2008-05-29 13:05:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,5.0,41.696187007,-87.626661308,1177244.0,1832674.0,2008,5,29,3,13
5061480,3558671,2004-09-23 09:00:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,4.0,41.710811858,-87.584676165,1188664.0,1838100.0,2004,9,23,3,9
1513266,9286686,2013-08-30 10:40:00,INTIMIDATION,INTIMIDATION,OTHER,False,False,12.0,41.878180416,-87.686356407,1160442.0,1898863.0,2013,8,30,4,10
2602002,7575920,2010-06-25 10:00:00,THEFT,$500 AND UNDER,STREET,False,False,19.0,41.929813835,-87.64768903299999,1170822.0,1917760.0,2010,6,25,4,10
5783931,2675356,2003-03-25 17:07:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,True,False,6.0,41.757863474000004,-87.600494255,1184199.0,1855208.0,2003,3,25,1,17
11514,11647715,2019-04-05 18:00:00,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,False,False,3.0,41.76680404,-87.60561968299999,1182773.0,1858454.0,2019,4,5,4,18
5551891,2937828,2003-09-11 11:15:00,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,True,False,24.0,42.018352375999996,-87.702671594,1155623.0,1949909.0,2003,9,11,3,11
316380,11223060,2018-02-02 21:40:00,BATTERY,SIMPLE,SIDEWALK,False,False,2.0,41.799159351,-87.60391511200001,1183138.0,1870248.0,2018,2,2,4,21
572753,10852722,2017-02-17 11:25:00,THEFT,OVER $500,OTHER,False,False,19.0,41.926523588,-87.63405052200001,1174543.0,1916591.0,2017,2,17,4,11
3857312,5582335,2007-06-05 14:56:00,BATTERY,SIMPLE,STREET,False,False,11.0,41.880586939000004,-87.706110174,1155056.0,1899700.0,2007,6,5,1,14
1429524,9423326,2013-12-10 10:00:00,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,False,False,4.0,41.742257691,-87.5539493,1196950.0,1849633.0,2013,12,10,1,10
3845753,5600199,2007-06-14 17:00:00,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,STREET,False,False,5.0,41.68289673,-87.63482767299999,1175053.0,1827813.0,2007,6,14,3,17
4754575,4050131,2005-06-02 07:13:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,7.0,41.775454131,-87.64710660200001,1171430.0,1861513.0,2005,6,2,3,7
64217,11563382,2019-01-11 10:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,12.0,41.867789309,-87.65986199700001,1167687.0,1895132.0,2019,1,11,4,10
1033385,10097114,2015-06-02 23:40:00,THEFT,OVER $500,STREET,False,False,11.0,41.879660425,-87.73405634,1147448.0,1899308.0,2015,6,2,1,23
5410694,3110978,2003-12-29 14:30:00,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,25.0,41.925954734,-87.79653827799999,1130327.0,1916065.0,2003,12,29,0,14
301406,11242962,2018-02-27 15:00:00,THEFT,OVER $500,RESIDENCE,False,True,6.0,41.745954211,-87.6524008,1170071.0,1850752.0,2018,2,27,1,15
5634782,2836080,2003-07-14 23:30:00,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,True,False,2.0,41.786754957,-87.62226117,1178173.0,1865686.0,2003,7,14,0,23
2388118,7907412,2011-01-25 08:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2.0,41.794162058000005,-87.619208891,1178983.0,1868392.0,2011,1,25,1,8
6675796,1563731,2001-05-21 10:00:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,4.0,41.661606973000005,-87.553052545,1197461.0,1820247.0,2001,5,21,0,10
160114,11431314,2018-08-30 19:50:00,THEFT,FROM BUILDING,RESTAURANT,False,False,19.0,41.949362924,-87.64849049600001,1170547.0,1924882.0,2018,8,30,3,19
4786169,4060140,2005-05-09 02:37:00,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,1.0,41.902826262,-87.62851255,1176121.0,1907968.0,2005,5,9,0,2
1969289,8563105,2012-04-11 21:03:00,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,True,False,8.0,41.788363519,-87.68543053200001,1160941.0,1866136.0,2012,4,11,2,21
2698600,7425411,2010-03-26 21:05:00,BATTERY,SIMPLE,SIDEWALK,False,False,7.0,41.782296162,-87.669139003,1165401.0,1863959.0,2010,3,26,4,21
908613,10310023,2015-11-12 03:04:00,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,24.0,41.990473774,-87.69367354100001,1158144.0,1939768.0,2015,11,12,3,3
6801943,1381228,2001-02-14 11:30:00,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,True,18.0,41.894008916,-87.625370018,1177003.0,1904762.0,2001,2,14,2,11
5177885,3469204,2004-07-01 12:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,CURRENCY EXCHANGE,False,False,2.0,41.831709026999995,-87.616975384,1179478.0,1882079.0,2004,7,1,3,12
160655,11431065,2018-08-30 04:57:00,THEFT,$500 AND UNDER,STREET,False,False,16.0,41.981318696,-87.803491864,1128310.0,1936228.0,2018,8,30,3,4
6024799,2347588,2002-09-14 09:00:00,ASSAULT,SIMPLE,RESIDENCE,False,False,5.0,41.674687705,-87.620410327,1179016.0,1824854.0,2002,9,14,5,9
2768063,7314531,2010-01-13 19:11:00,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,SIDEWALK,False,False,3.0,41.780267983,-87.61396981799999,1180454.0,1863341.0,2010,1,13,2,19
4381339,4664005,2006-03-30 19:00:00,BATTERY,SIMPLE,CTA BUS,False,False,3.0,41.773145137,-87.605467359,1182795.0,1860765.0,2006,3,30,3,19
1067412,10041332,2015-04-18 21:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,25.0,41.934807477,-87.775213835,1136109.0,1919328.0,2015,4,18,5,21
165281,11424342,2018-08-24 11:00:00,ASSAULT,SIMPLE,SIDEWALK,False,True,10.0,41.856888295,-87.710276855,1153984.0,1891056.0,2018,8,24,4,11
2790796,7280633,2009-12-18 20:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,6.0,41.756235116999996,-87.608993624,1181885.0,1854595.0,2009,12,18,4,20
3407330,6318890,2008-06-18 12:25:08,GAMBLING,GAME/DICE,SIDEWALK,True,False,15.0,41.879427397,-87.751173979,1142787.0,1899191.0,2008,6,18,2,12
3972837,5349875,2007-03-03 01:00:00,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,7.0,41.7774036,-87.634979951,1174732.0,1862250.0,2007,3,3,5,1
3733236,5772616,2007-09-08 19:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,3.0,41.768035431,-87.570800089,1192268.0,1858985.0,2007,9,8,5,19
3255141,6555707,2008-10-15 18:30:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,9.0,41.806155768,-87.644116202,1172156.0,1872707.0,2008,10,15,2,18
5113915,3495381,2004-08-16 14:15:00,ROBBERY,ARMED: HANDGUN,SIDEWALK,True,False,11.0,41.881948328,-87.73390276299999,1147484.0,1900142.0,2004,8,16,0,14
3538699,6106978,2008-02-28 15:35:00,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,SIDEWALK,True,False,11.0,41.880751096,-87.723855981,1150223.0,1899725.0,2008,2,28,3,15
1700309,8985560,2013-01-27 02:16:00,BATTERY,SIMPLE,SIDEWALK,True,False,12.0,41.889958924,-87.64761225299999,1170959.0,1903237.0,2013,1,27,6,2
5354707,3182925,2004-02-16 23:17:00,ROBBERY,STRONGARM - NO WEAPON,CHA HALLWAY/STAIRWELL/ELEVATOR,False,False,18.0,41.903113054,-87.643199348,1172122.0,1908040.0,2004,2,16,0,23
5235722,3334135,2004-05-19 20:30:00,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",False,False,24.0,42.021177601,-87.67220843,1163893.0,1951001.0,2004,5,19,2,20
6302088,2006607,2002-02-25 17:00:00,THEFT,OVER $500,SMALL RETAIL STORE,False,False,24.0,41.994684385999996,-87.67015777399999,1164525.0,1941351.0,2002,2,25,0,17
2250362,8120373,2011-06-19 19:51:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,True,False,14.0,41.911866834,-87.712361968,1153271.0,1911086.0,2011,6,19,6,19
1095040,9994361,2015-03-11 13:15:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,8.0,41.753997360999996,-87.741512019,1145733.0,1853503.0,2015,3,11,2,13
5136363,3460830,2004-07-31 09:25:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,4.0,41.752720443,-87.57967431799999,1189896.0,1853383.0,2004,7,31,5,9
5487786,3015670,2003-10-27 15:00:00,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,OTHER,False,False,6.0,41.752142421,-87.602776527,1183594.0,1853118.0,2003,10,27,0,15
2541520,7666721,2010-08-19 18:00:00,THEFT,$500 AND UNDER,STREET,False,False,18.0,41.90589717,-87.64253016299999,1172296.0,1909056.0,2010,8,19,3,18
6681601,1533653,2001-05-17 01:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,3.0,41.761527988000005,-87.623360789,1177949.0,1856491.0,2001,5,17,3,1
4418248,4610788,2006-02-27 16:00:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,25.0,41.921049479000004,-87.78292882299999,1134042.0,1914301.0,2006,2,27,0,16
3798697,5675369,2007-07-20 13:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,17.0,41.946172105,-87.74353517799999,1144700.0,1923527.0,2007,7,20,4,13
5201884,3394153,2004-06-13 18:25:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,7.0,41.760718451,-87.649147576,1170916.0,1856139.0,2004,6,13,6,18
2757807,7330543,2010-01-23 21:40:00,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,False,False,15.0,41.895540733000004,-87.753169016,1142204.0,1905059.0,2010,1,23,5,21
5977914,2420542,2002-10-17 13:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,False,3.0,41.763337967,-87.597001131,1185135.0,1857211.0,2002,10,17,3,13
1018118,10136198,2015-06-22 20:35:00,THEFT,$500 AND UNDER,STREET,False,False,25.0,41.926246995999996,-87.732029385,1147881.0,1916288.0,2015,6,22,0,20
871317,10370348,2016-01-06 15:40:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,18.0,41.907153315,-87.639680572,1173068.0,1909520.0,2016,1,6,2,15
5049992,3572267,2004-10-01 16:35:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,False,4.0,41.653080551,-87.53866886600001,1201420.0,1817176.0,2004,10,1,4,16
6716630,1488434,2001-04-21 13:30:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2.0,41.829232729,-87.617259836,1179408.0,1881176.0,2001,4,21,5,13
1987005,8534053,2012-03-23 07:13:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER,True,True,12.0,41.866644572,-87.66637959100001,1165915.0,1894701.0,2012,3,23,4,7
6257216,2062647,2002-04-02 17:40:10,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,True,False,8.0,41.776619157,-87.699421589,1157157.0,1861828.0,2002,4,2,1,17
2841928,7201964,2009-10-29 20:20:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,14.0,41.910088528,-87.708811932,1154242.0,1910445.0,2009,10,29,3,20
2961780,7030822,2009-07-15 14:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,24.0,42.016530059000004,-87.70313855100001,1155501.0,1949244.0,2009,7,15,2,14
1765555,8881467,2012-11-09 14:30:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,18.0,41.918062645999996,-87.656405271,1168484.0,1913459.0,2012,11,9,4,14
2572731,7618995,2010-07-21 22:45:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,3.0,41.766307802,-87.569339651,1192672.0,1858359.0,2010,7,21,2,22
5863483,2550925,2003-01-17 05:00:00,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,False,9.0,41.824282605,-87.69954968100001,1156994.0,1879196.0,2003,1,17,4,5
4014902,5259998,2007-01-19 21:40:31,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,17.0,41.98740188,-87.717554095,1151660.0,1938601.0,2007,1,19,4,21
2218285,8172693,2011-07-19 16:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,17.0,41.967347786,-87.705995248,1154856.0,1931316.0,2011,7,19,1,16
1418715,9439464,2013-12-25 19:22:00,ASSAULT,SIMPLE,RESTAURANT,False,False,2.0,41.799547456,-87.58869799799999,1187286.0,1870425.0,2013,12,25,2,19
2582231,7615819,2010-07-13 10:08:40,THEFT,$500 AND UNDER,PARK PROPERTY,False,False,2.0,41.793691716,-87.615954016,1179872.0,1868228.0,2010,7,13,1,10
4913489,3768980,2005-01-23 19:27:26,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,6.0,41.736269116,-87.62776824299999,1176822.0,1847277.0,2005,1,23,6,19
2104788,8351248,2011-11-08 22:00:00,ASSAULT,AGGRAVATED: HANDGUN,CTA BUS STOP,False,False,11.0,41.880966228000005,-87.706719713,1154889.0,1899837.0,2011,11,8,1,22
3022114,6932008,2009-05-23 11:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,15.0,41.901180142,-87.75698228600001,1141152.0,1907107.0,2009,5,23,5,11
2966321,7016073,2009-07-11 13:00:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,25.0,41.908300181,-87.753461282,1142093.0,1909708.0,2009,7,11,5,13
5631728,2843734,2003-07-17 01:44:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,6.0,41.735717038000004,-87.60612460200001,1182731.0,1847125.0,2003,7,17,3,1
677849,10692486,2016-09-23 07:45:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,14.0,41.924086617,-87.715363238,1152422.0,1915533.0,2016,9,23,4,7
4312734,4760893,2006-05-25 04:33:42,CRIMINAL TRESPASS,TO LAND,RESTAURANT,True,False,18.0,41.90389041,-87.631997971,1175169.0,1908348.0,2006,5,25,3,4
2966903,7015961,2009-07-10 23:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,10.0,41.85490203,-87.70534442399999,1155333.0,1890342.0,2009,7,10,4,23
4410877,4621687,2006-03-05 20:00:00,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,17.0,41.951959738,-87.71844310700001,1151511.0,1925684.0,2006,3,5,6,20
237574,11328353,2018-05-27 12:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,6.0,41.744816062,-87.60378667200001,1183341.0,1850446.0,2018,5,27,6,12
6773523,1416357,2001-03-09 06:00:00,THEFT,$500 AND UNDER,STREET,False,False,9.0,41.815494871,-87.684214376,1161198.0,1876025.0,2001,3,9,4,6
3277758,6523419,2008-09-27 08:30:00,ASSAULT,SIMPLE,GROCERY FOOD STORE,True,False,4.0,41.757614433,-87.58611526600001,1188123.0,1855151.0,2008,9,27,5,8
551418,10885861,2017-03-21 22:59:00,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,APARTMENT,False,False,3.0,41.770593502,-87.58378715399999,1188717.0,1859886.0,2017,3,21,1,22
2038475,8452740,2012-01-24 08:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,4.0,41.714460101,-87.570646216,1192483.0,1839463.0,2012,1,24,1,8
6499294,1759812,2001-09-24 09:28:00,THEFT,ATTEMPT THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,5.0,41.696162719,-87.620949472,1178804.0,1832678.0,2001,9,24,0,9
4019367,5260468,2007-01-15 19:09:00,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,11.0,41.881978249,-87.73122911899999,1148212.0,1900158.0,2007,1,15,0,19
3732781,5769368,2007-09-09 01:47:00,BATTERY,SIMPLE,OTHER,False,False,14.0,41.913583707,-87.687306935,1160086.0,1911762.0,2007,9,9,6,1
4593767,4351824,2005-09-30 18:06:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,2.0,41.818372339,-87.621020047,1178416.0,1877210.0,2005,9,30,4,18
3421160,6296859,2008-06-07 09:53:52,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,24.0,42.000091889000004,-87.681429216,1161446.0,1943298.0,2008,6,7,5,9
2977440,7000272,2009-07-01 16:45:00,ROBBERY,ARMED: HANDGUN,STREET,False,False,10.0,41.863873174,-87.70437189299999,1155574.0,1893613.0,2009,7,1,2,16
5500469,2999981,2003-10-18 06:20:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,25.0,41.929422435,-87.80400606,1128287.0,1917316.0,2003,10,18,5,6
4047171,5197902,2006-12-21 21:06:06,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,4.0,41.740610146,-87.581816554,1189350.0,1848965.0,2006,12,21,3,21
2823380,7239161,2009-11-15 13:00:00,THEFT,FROM BUILDING,RESIDENCE-GARAGE,False,False,19.0,41.937828525,-87.67181304799999,1164235.0,1920629.0,2009,11,15,6,13
5043759,3586050,2004-10-06 15:30:00,BURGLARY,FORCIBLE ENTRY,OTHER,False,False,2.0,41.792038615,-87.630435316,1175928.0,1867593.0,2004,10,6,2,15
3298188,6491657,2008-09-11 07:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,8.0,41.78051738,-87.68734272299999,1160441.0,1863273.0,2008,9,11,3,7
2733203,7371176,2010-02-20 15:00:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,14.0,41.931057863,-87.712988044,1153050.0,1918078.0,2010,2,20,5,15
3805282,5657836,2007-07-15 10:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,11.0,41.880446357,-87.720737579,1151073.0,1899620.0,2007,7,15,6,10
1388204,9493876,2014-02-11 00:01:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,14.0,41.913528949,-87.67142842700001,1164408.0,1911775.0,2014,2,11,1,0
1762588,8885337,2012-11-12 18:30:00,THEFT,FROM BUILDING,RESTAURANT,False,False,1.0,41.883647998,-87.636806083,1173920.0,1900961.0,2012,11,12,0,18
5772144,2665743,2003-04-03 16:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,20.0,41.977229987,-87.68433242200001,1160720.0,1934961.0,2003,4,3,3,16
5668817,2790557,2003-06-20 02:07:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,True,False,14.0,41.905690526,-87.66511373700001,1166149.0,1908932.0,2003,6,20,4,2
3022840,6932478,2009-05-22 19:00:00,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,6.0,41.755729472,-87.61019043,1181560.0,1854408.0,2009,5,22,4,19
1073439,10027939,2015-04-10 21:03:00,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA PARKING LOT/GROUNDS,False,False,4.0,41.702307717,-87.563978621,1194343.0,1835051.0,2015,4,10,4,21
2610830,7559626,2010-06-16 23:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,7.0,41.763505916999996,-87.636241301,1174429.0,1857183.0,2010,6,16,2,23
4107226,5090632,2006-10-31 12:30:00,PUBLIC PEACE VIOLATION,MOB ACTION,"SCHOOL, PUBLIC, GROUNDS",True,False,12.0,41.852934738,-87.663629657,1166703.0,1889711.0,2006,10,31,1,12
3680310,5852363,2007-10-20 12:00:00,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,22.0,41.720814304,-87.65904356899999,1168330.0,1841577.0,2007,10,20,5,12
5105971,3498936,2004-08-22 03:27:42,ASSAULT,SIMPLE,STREET,True,False,18.0,41.893888585999996,-87.642104977,1172447.0,1904681.0,2004,8,22,6,3
5417110,3104958,2003-12-23 10:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,24.0,42.01526807,-87.672457312,1163842.0,1948847.0,2003,12,23,1,10
5996497,2383642,2002-10-04 00:01:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,7.0,41.782592591,-87.66914694399999,1165398.0,1864067.0,2002,10,4,4,0
2489646,7747546,2010-10-07 07:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,FACTORY/MANUFACTURING BUILDING,False,True,11.0,41.887649219000004,-87.736747096,1146695.0,1902214.0,2010,10,7,3,7
1474,11661423,2019-04-20 18:00:00,BATTERY,SIMPLE,RESTAURANT,False,False,18.0,41.922606624000004,-87.644789835,1171632.0,1915140.0,2019,4,20,5,18
3400214,6324674,2008-06-24 10:30:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,22.0,41.684800539,-87.67419171,1164295.0,1828422.0,2008,6,24,1,10
1967605,8566248,2012-04-13 18:30:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,8.0,41.792191001,-87.731707102,1148311.0,1867439.0,2012,4,13,4,18
5877192,2532218,2003-01-05 19:00:31,BATTERY,AGGRAVATED DOMESTIC BATTERY,RESIDENCE,False,True,2.0,41.802011626,-87.622011826,1178195.0,1871246.0,2003,1,5,6,19
1652432,9072562,2013-03-28 23:46:00,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,22.0,41.67842637,-87.662495244,1167508.0,1826124.0,2013,3,28,3,23
324894,11209940,2018-01-21 14:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,6.0,41.749923214,-87.630645752,1175996.0,1852246.0,2018,1,21,6,14
3728866,5793994,2007-09-12 13:25:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,6.0,41.736259984,-87.62806878200001,1176740.0,1847273.0,2007,9,12,2,13
4645833,4347836,2005-08-22 12:00:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,11.0,41.890964831,-87.712520383,1153283.0,1903469.0,2005,8,22,0,12
4713882,4123519,2005-07-02 18:28:15,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,False,True,22.0,41.694013655,-87.655852474,1169278.0,1831818.0,2005,7,2,5,18
929943,10274080,2015-10-14 13:00:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,9.0,41.830236086,-87.680161397,1162262.0,1881405.0,2015,10,14,2,13
1985750,8536695,2012-03-24 14:00:00,BURGLARY,FORCIBLE ENTRY,MEDICAL/DENTAL OFFICE,False,False,9.0,41.81227693,-87.70413960200001,1155775.0,1874812.0,2012,3,24,5,14
6710395,1517258,2001-04-26 07:58:22,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,25.0,41.917140036999996,-87.71928084,1151374.0,1912994.0,2001,4,26,3,7
5028392,3679289,2004-10-18 12:50:30,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,True,False,9.0,41.79706696,-87.66223492600001,1167242.0,1869356.0,2004,10,18,0,12
3967867,5358532,2007-03-07 21:45:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,14.0,41.919574953,-87.69922858,1156825.0,1913921.0,2007,3,7,2,21
2966550,7015773,2009-07-11 07:45:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,24.0,41.991262667,-87.66030555799999,1167213.0,1940125.0,2009,7,11,5,7
5789807,2642138,2003-03-20 22:30:00,ASSAULT,SIMPLE,STREET,False,False,25.0,41.909399933,-87.763741577,1139292.0,1910090.0,2003,3,20,3,22
6762232,1439439,2001-03-18 02:13:14,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,True,False,25.0,41.902841816,-87.719138681,1151450.0,1907784.0,2001,3,18,6,2
4660348,4226740,2005-08-11 08:00:00,THEFT,$500 AND UNDER,CHA APARTMENT,False,False,2.0,41.829879483,-87.61229185100001,1180760.0,1881423.0,2005,8,11,3,8
2983411,6993899,2009-06-26 19:00:00,THEFT,$500 AND UNDER,DEPARTMENT STORE,True,False,11.0,41.880773151999996,-87.721810393,1150780.0,1899737.0,2009,6,26,4,19
1165096,9867006,2014-11-23 11:20:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,11.0,41.882636479,-87.730631709,1148373.0,1900399.0,2014,11,23,6,11
